customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-03678,Male,1,No,Yes,51,Yes,No,Fiber optic,No,No internet service,No internet service,No,No,Yes,Two year,No,Credit card (automatic),66.04,3378.95,No
CUST-03679,Male,0,Yes,No,26,Yes,Yes,No,No internet service,Yes,No internet service,No,No internet service,Yes,One year,Yes,Bank transfer (automatic),81.12,2080.91,Yes
CUST-03680,Male,0,No,No,47,Yes,Yes,DSL,Yes,Yes,No internet service,No,No,No internet service,Month-to-month,No,Electronic check,78.71,3665.96,Yes
CUST-03681,Female,0,Yes,No,55,No,Yes,No,No internet service,No internet service,No internet service,No,No,Yes,Month-to-month,No,Mailed check,74.82,4111.08,No
CUST-03682,Male,0,No,No,56,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,78.15,4386.96,No
CUST-03683,Female,0,No,No,23,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,68.9,1632.33,Yes
CUST-03684,Female,1,Yes,No,16,Yes,No,DSL,Yes,No internet service,No internet service,No,Yes,No internet service,Two year,No,Credit card (automatic),33.86,502.9,No
CUST-03685,Female,1,No,No,8,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),24.35,232.15,Yes
CUST-03686,Female,0,No,No,19,Yes,Yes,Fiber optic,No internet service,No,No,No,No,No,One year,Yes,Credit card (automatic),107.74,2088.14,No
CUST-03687,Male,0,Yes,No,48,Yes,Yes,DSL,No internet service,No internet service,Yes,Yes,No internet service,Yes,Two year,Yes,Electronic check,74.12,3575.04,No
CUST-03688,Male,1,Yes,No,1,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Two year,No,Credit card (automatic),116.35,117.96,No
CUST-03689,Male,0,Yes,No,46,No,No,DSL,Yes,No,Yes,No,No,No internet service,Month-to-month,No,Bank transfer (automatic),84.83,3877.12,No
CUST-03690,Female,0,No,No,57,No,Yes,Fiber optic,Yes,No,No internet service,No,No,No,One year,Yes,Bank transfer (automatic),98.26,5596.5,No
CUST-03691,Female,0,Yes,No,68,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),105.72,7153.23,No
CUST-03692,Male,0,Yes,No,41,Yes,Yes,Fiber optic,No internet service,No,Yes,No,No internet service,No,Two year,Yes,Bank transfer (automatic),96.86,3938.93,No
CUST-03693,Male,0,Yes,No,40,Yes,Yes,No,Yes,No,Yes,No internet service,No,Yes,Two year,No,Bank transfer (automatic),27.65,1102.79,No
CUST-03694,Male,1,Yes,Yes,10,Yes,No,DSL,No,No internet service,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),94.68,904.43,Yes
CUST-03695,Female,0,Yes,No,66,Yes,No phone service,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Credit card (automatic),105.01,6909.18,Yes
CUST-03696,Male,0,No,Yes,35,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),36.5,1310.03,No
CUST-03697,Male,0,No,No,38,Yes,Yes,Fiber optic,No,Yes,No internet service,No,No,No,One year,No,Bank transfer (automatic),91.51,3475.97,No
CUST-03698,Female,0,No,Yes,48,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),63.92,3049.63,Yes
CUST-03699,Male,0,No,Yes,40,Yes,Yes,DSL,No internet service,No,No,No,No,No,One year,Yes,Credit card (automatic),19.3,805.18,No
CUST-03700,Male,0,Yes,No,27,Yes,No phone service,No,No,No,No,No,Yes,Yes,Two year,Yes,Mailed check,48.47,1333.05,No
CUST-03701,Female,1,Yes,No,66,Yes,No phone service,DSL,No internet service,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,51.18,3330.36,No
CUST-03702,Female,0,No,No,32,Yes,Yes,Fiber optic,No internet service,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,32.19,1074.82,Yes
CUST-03703,Female,0,No,No,24,Yes,No,DSL,No,No internet service,Yes,No,Yes,No,One year,No,Credit card (automatic),35.17,886.03,No
CUST-03704,Male,1,Yes,No,34,Yes,Yes,DSL,No,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),48.65,1668.94,No
CUST-03705,Female,0,Yes,Yes,3,Yes,No phone service,DSL,No internet service,No,No,No,No internet service,No,Two year,No,Bank transfer (automatic),86.24,239.28,No
CUST-03706,Female,0,Yes,Yes,64,Yes,Yes,DSL,No internet service,No internet service,Yes,Yes,No,No,Month-to-month,No,Mailed check,114.33,7289.05,No
CUST-03707,Male,0,No,No,14,No,No,No,No internet service,No,No,No,No internet service,No,Month-to-month,No,Electronic check,51.9,737.65,No
CUST-03708,Female,0,Yes,No,26,Yes,No,DSL,No internet service,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,86.24,2215.67,No
CUST-03709,Male,1,Yes,No,69,Yes,No phone service,No,No internet service,Yes,No internet service,Yes,No,No,Month-to-month,Yes,Credit card (automatic),24.82,1688.05,Yes
CUST-03710,Female,0,No,No,62,No,Yes,Fiber optic,No,Yes,No internet service,No,No,No internet service,One year,Yes,Bank transfer (automatic),116.8,7210.11,No
CUST-03711,Female,0,Yes,No,17,No,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),68.75,1147.78,No
CUST-03712,Male,0,No,Yes,39,Yes,No,Fiber optic,No internet service,Yes,Yes,No,No internet service,No,Month-to-month,No,Credit card (automatic),110.95,4289.33,No
CUST-03713,Female,0,Yes,No,58,No,Yes,No,No,No,No internet service,No,Yes,Yes,One year,No,Credit card (automatic),59.57,3447.78,Yes
CUST-03714,Male,0,No,No,6,Yes,Yes,DSL,No,Yes,No,No,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),39.44,210.13,No
CUST-03715,Male,0,Yes,No,45,Yes,No,DSL,No internet service,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,56.14,2544.69,No
CUST-03716,Female,0,Yes,No,30,Yes,No phone service,No,No,Yes,No,No,No,No internet service,Month-to-month,No,Bank transfer (automatic),104.24,3153.68,No
CUST-03717,Female,0,No,Yes,37,Yes,Yes,Fiber optic,No,No,No internet service,Yes,No,Yes,One year,Yes,Electronic check,116.89,4312.94,No
CUST-03718,Male,0,No,No,43,Yes,Yes,DSL,No internet service,No internet service,No internet service,Yes,No internet service,No,Two year,No,Electronic check,102.32,4409.37,No
CUST-03719,Male,0,No,No,6,Yes,No,No,Yes,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),80.04,492.62,No
CUST-03720,Male,0,Yes,No,45,Yes,No,DSL,No internet service,No,No,No,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),27.45,1250.66,No
CUST-03721,Male,0,No,Yes,70,Yes,No,No,No internet service,No,No internet service,No internet service,No,Yes,Month-to-month,Yes,Mailed check,73.01,5149.49,No
CUST-03722,Male,1,No,No,11,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No internet service,Two year,No,Credit card (automatic),82.06,906.03,Yes
CUST-03723,Male,0,No,No,41,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),25.13,998.8,No
CUST-03724,Female,0,No,No,27,Yes,No,DSL,No,No internet service,Yes,Yes,Yes,No,Two year,No,Electronic check,95.24,2603.08,Yes
CUST-03725,Male,0,No,Yes,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No internet service,Month-to-month,No,Credit card (automatic),21.08,1457.65,Yes
CUST-03726,Male,0,No,Yes,14,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),65.82,922.34,No
CUST-03727,Male,1,No,No,51,Yes,No,DSL,No internet service,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),25.23,1272.31,No
CUST-03728,Male,0,Yes,Yes,9,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),63.76,588.87,Yes
CUST-03729,Male,0,No,No,4,Yes,Yes,No,No,Yes,No internet service,Yes,No,No,Two year,No,Credit card (automatic),81.8,316.84,No
CUST-03730,Female,0,No,No,22,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),33.58,742.43,Yes
CUST-03731,Male,0,No,No,36,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,116.58,4218.06,Yes
CUST-03732,Male,0,Yes,No,66,Yes,No,Fiber optic,Yes,No internet service,No,No,No internet service,No,One year,Yes,Mailed check,21.62,1476.44,No
CUST-03733,Female,0,No,Yes,11,Yes,Yes,No,Yes,No internet service,No,No,No,No internet service,Two year,No,Credit card (automatic),84.46,912.48,No
CUST-03734,Male,0,No,No,43,Yes,Yes,DSL,No internet service,No,Yes,Yes,Yes,No,Two year,Yes,Mailed check,114.98,4967.7,No
CUST-03735,Male,0,No,No,51,No,No,DSL,No,No,No,Yes,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),89.85,4618.88,No
CUST-03736,Male,0,Yes,Yes,39,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),37.31,1480.86,No
CUST-03737,Male,0,No,Yes,37,Yes,No,DSL,Yes,No,Yes,Yes,No internet service,No,Month-to-month,No,Bank transfer (automatic),45.82,1726.68,No
CUST-03738,Male,0,No,No,31,Yes,No,No,No,No,No internet service,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),114.04,3534.14,No
CUST-03739,Female,0,No,Yes,33,Yes,No,DSL,Yes,No,No,No,No,Yes,Two year,No,Bank transfer (automatic),114.17,3814.13,No
CUST-03740,Female,0,No,Yes,50,Yes,No,Fiber optic,No,Yes,No,Yes,No internet service,No,Two year,Yes,Electronic check,85.96,4306.06,No
CUST-03741,Female,1,No,Yes,19,Yes,No,No,Yes,Yes,Yes,No,Yes,No internet service,One year,Yes,Bank transfer (automatic),64.51,1198.26,No
CUST-03742,Female,0,Yes,Yes,35,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),80.43,2773.28,No
CUST-03743,Male,0,No,No,41,Yes,No,Fiber optic,No,No,No internet service,Yes,No,No,One year,Yes,Electronic check,53.59,2230.12,No
CUST-03744,Male,0,Yes,No,68,Yes,No phone service,No,No,No,No,No internet service,No,No,Month-to-month,Yes,Mailed check,84.97,5814.45,No
CUST-03745,Female,0,Yes,No,22,Yes,No,DSL,No internet service,No,No internet service,No internet service,No,Yes,Month-to-month,Yes,Electronic check,68.92,1472.61,Yes
CUST-03746,Female,0,No,No,52,Yes,No,DSL,No,No,No,No,No internet service,Yes,Month-to-month,Yes,Electronic check,24.02,1212.96,No
CUST-03747,Female,0,Yes,No,48,No,No,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Bank transfer (automatic),19.99,1005.83,No
CUST-03748,Male,0,Yes,No,36,Yes,No,Fiber optic,Yes,No,No internet service,Yes,No internet service,No internet service,Month-to-month,Yes,Mailed check,68.58,2503.02,Yes
CUST-03749,Male,0,No,No,52,Yes,No,Fiber optic,Yes,No internet service,No,No internet service,No,No,Month-to-month,Yes,Electronic check,20.63,1097.86,Yes
CUST-03750,Female,0,No,No,9,Yes,Yes,DSL,No,No,No internet service,No internet service,No,No,Month-to-month,Yes,Electronic check,42.33,401.01,Yes
CUST-03751,Female,0,No,No,20,Yes,No,DSL,Yes,No,Yes,No,No internet service,Yes,Two year,Yes,Bank transfer (automatic),18.55,385.98,No
CUST-03752,Male,0,No,No,44,Yes,No,Fiber optic,No,No,No internet service,No internet service,Yes,Yes,Month-to-month,Yes,Mailed check,34.69,1484.86,Yes
CUST-03753,Female,0,No,Yes,2,Yes,No,No,No,No internet service,No internet service,Yes,No,No,Month-to-month,No,Mailed check,97.91,146.93,No
CUST-03754,Female,0,No,No,36,Yes,No,DSL,Yes,No,No,No,No,No,Two year,Yes,Credit card (automatic),93.35,3359.87,No
CUST-03755,Male,0,No,No,28,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Credit card (automatic),36.76,1022.31,No
CUST-03756,Female,0,No,No,56,Yes,No,DSL,No internet service,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,107.5,6063.64,No
CUST-03757,Female,0,No,No,40,Yes,Yes,DSL,No internet service,No internet service,Yes,No internet service,Yes,Yes,One year,No,Bank transfer (automatic),65.22,2624.41,No
CUST-03758,Female,0,No,No,68,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Mailed check,77.81,5257.01,No
CUST-03759,Male,0,Yes,No,69,Yes,Yes,DSL,No internet service,No,No,No,Yes,No,One year,No,Bank transfer (automatic),50.95,3561.14,No
CUST-03760,Male,0,Yes,No,21,Yes,No,No,No internet service,No,No internet service,Yes,Yes,No,Two year,Yes,Electronic check,26.01,504.99,No
CUST-03761,Male,0,Yes,Yes,22,Yes,No,No,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,93.36,2034.07,No
CUST-03762,Male,0,Yes,Yes,8,Yes,No,DSL,No,Yes,No internet service,No,No internet service,No,Two year,No,Credit card (automatic),81.94,674.33,No
CUST-03763,Female,0,Yes,Yes,19,No,No,DSL,Yes,No,No,No,Yes,Yes,Two year,Yes,Electronic check,65.26,1207.34,No
CUST-03764,Male,0,No,Yes,59,Yes,No phone service,No,Yes,No,No,No,No,No internet service,One year,Yes,Bank transfer (automatic),73.53,4383.16,No
CUST-03765,Female,0,Yes,No,48,Yes,No,DSL,No internet service,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),89.95,4336.93,No
CUST-03766,Female,0,No,No,60,Yes,No,No,No internet service,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,109.2,6600.31,No
CUST-03767,Female,0,No,No,48,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,105.73,5076.35,No
CUST-03768,Female,0,Yes,No,28,Yes,Yes,No,No,Yes,No,No internet service,No,No,Two year,Yes,Electronic check,109.02,3081.58,No
CUST-03769,Female,0,Yes,Yes,7,Yes,No,Fiber optic,Yes,No,Yes,No internet service,Yes,Yes,One year,Yes,Mailed check,91.92,651.35,Yes
CUST-03770,Male,0,Yes,No,30,Yes,No,DSL,No internet service,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,67.82,2040.94,Yes
CUST-03771,Male,0,No,Yes,11,Yes,No,No,Yes,No,Yes,Yes,Yes,No,One year,No,Electronic check,76.3,813.42,No
CUST-03772,Female,0,Yes,No,23,Yes,Yes,No,No internet service,Yes,Yes,Yes,Yes,No internet service,One year,Yes,Bank transfer (automatic),67.06,1513.42,No
CUST-03773,Female,0,No,No,14,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,32.05,406.05,Yes
CUST-03774,Female,1,No,Yes,50,Yes,No,DSL,No,No,Yes,No,No internet service,No internet service,Month-to-month,No,Mailed check,97.93,4877.51,No
CUST-03775,Male,0,No,Yes,2,Yes,Yes,No,No internet service,No internet service,Yes,Yes,No,No internet service,Two year,No,Mailed check,26.67,45.93,No
CUST-03776,Male,1,Yes,No,16,Yes,Yes,No,No,No,No internet service,Yes,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),108.17,1691.9,No
CUST-03777,Female,0,No,Yes,51,No,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),63.72,3261.74,No
CUST-03778,Male,0,Yes,No,17,No,Yes,Fiber optic,No,No internet service,Yes,Yes,No,Yes,One year,No,Bank transfer (automatic),97.1,1660.56,No
CUST-03779,Female,0,Yes,No,2,Yes,No,Fiber optic,No internet service,No,Yes,No internet service,No,No,Month-to-month,Yes,Bank transfer (automatic),89.57,166.02,Yes
CUST-03780,Female,0,Yes,No,51,Yes,No,Fiber optic,Yes,No,No,Yes,No,No internet service,One year,No,Credit card (automatic),43.59,2218.23,Yes
CUST-03781,Male,0,No,No,11,Yes,No,Fiber optic,No,Yes,Yes,No internet service,Yes,No,Month-to-month,Yes,Mailed check,108.56,1165.18,Yes
CUST-03782,Male,0,No,No,45,Yes,No,DSL,Yes,No internet service,No,Yes,No internet service,Yes,Month-to-month,Yes,Electronic check,74.97,3365.48,No
CUST-03783,Female,0,No,No,43,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,65.31,2827.25,No
CUST-03784,Male,1,Yes,No,32,Yes,No,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Credit card (automatic),85.97,2786.16,Yes
CUST-03785,Female,0,No,No,7,No,Yes,No,Yes,Yes,No,No,No internet service,No,Two year,No,Bank transfer (automatic),79.6,585.84,No
CUST-03786,Female,0,No,No,47,Yes,Yes,DSL,Yes,No internet service,No,No internet service,No,Yes,Month-to-month,No,Mailed check,25.66,1201.4,Yes
CUST-03787,Female,0,No,No,56,Yes,No,Fiber optic,Yes,No internet service,No internet service,Yes,No,Yes,One year,Yes,Bank transfer (automatic),41.16,2283.32,No
CUST-03788,Male,0,No,No,55,Yes,Yes,No,No,Yes,No internet service,No internet service,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),46.53,2568.9,No
CUST-03789,Male,0,Yes,No,14,Yes,No phone service,Fiber optic,No internet service,No internet service,No,Yes,No,No,Two year,No,Electronic check,101.81,1454.08,Yes
CUST-03790,Male,1,Yes,No,51,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),61.7,3119.57,Yes
CUST-03791,Male,0,No,Yes,1,Yes,No,DSL,No,Yes,No,No internet service,No,Yes,Two year,Yes,Credit card (automatic),102.59,81.81,No
CUST-03792,Female,0,No,No,55,Yes,No,No,No,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,105.43,5803.09,Yes
CUST-03793,Male,1,No,Yes,54,No,Yes,DSL,No,No,Yes,No,No internet service,Yes,Two year,Yes,Credit card (automatic),71.09,3859.97,No
CUST-03794,Male,0,No,No,47,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,One year,No,Credit card (automatic),97.17,4581.28,No
CUST-03795,Male,1,No,No,3,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),53.53,172.34,Yes
CUST-03796,Female,0,No,Yes,64,Yes,Yes,DSL,No,No,No,Yes,No internet service,No,One year,Yes,Electronic check,92.45,5937.4,No
CUST-03797,Female,0,No,No,54,Yes,No,DSL,No internet service,No,No,Yes,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),97.96,5332.35,No
CUST-03798,Male,0,No,No,7,Yes,Yes,Fiber optic,No internet service,Yes,No,Yes,No internet service,No,One year,No,Electronic check,102.65,683.43,No
CUST-03799,Female,0,Yes,No,62,Yes,Yes,Fiber optic,Yes,No internet service,No,No,No,No,Two year,Yes,Credit card (automatic),88.78,5549.52,No
CUST-03800,Male,0,Yes,No,1,Yes,No phone service,No,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,100.06,98.96,Yes
CUST-03801,Female,0,No,No,21,No,No,Fiber optic,No internet service,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,111.71,2382.41,Yes
CUST-03802,Male,0,Yes,No,33,Yes,No,Fiber optic,No internet service,No,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),26.72,850.11,No
CUST-03803,Female,0,No,Yes,53,Yes,No,DSL,No,No internet service,No,No,No,No,Two year,Yes,Electronic check,60.48,3185.06,No
CUST-03804,Female,0,Yes,No,20,Yes,Yes,DSL,No,No,No,No,No internet service,No,Month-to-month,Yes,Electronic check,84.48,1690.45,No
CUST-03805,Male,1,Yes,Yes,32,Yes,No,Fiber optic,No,No internet service,No internet service,No,No,No,Month-to-month,No,Electronic check,115.16,3647.11,Yes
CUST-03806,Female,0,Yes,No,28,Yes,Yes,Fiber optic,No,Yes,No internet service,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),38.7,1074.87,Yes
CUST-03807,Male,0,No,Yes,51,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),26.29,1363.73,Yes
CUST-03808,Male,0,No,No,41,Yes,Yes,Fiber optic,Yes,No,No internet service,Yes,No,No,Two year,Yes,Electronic check,83.96,3395.69,Yes
CUST-03809,Female,0,No,No,54,Yes,Yes,DSL,No internet service,No,No,No,Yes,Yes,One year,No,Credit card (automatic),103.59,5602.52,Yes
CUST-03810,Female,0,No,Yes,1,Yes,Yes,DSL,Yes,No,No,No internet service,No internet service,Yes,Month-to-month,Yes,Electronic check,45.99,83.21,Yes
CUST-03811,Female,0,Yes,No,58,No,No,DSL,No internet service,Yes,No,Yes,No internet service,Yes,One year,Yes,Bank transfer (automatic),118.41,6904.74,Yes
CUST-03812,Male,0,Yes,No,20,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),37.94,777.39,No
CUST-03813,Female,0,No,Yes,29,Yes,No phone service,Fiber optic,No internet service,No,No,No,No,No internet service,Month-to-month,No,Credit card (automatic),31.36,881.14,No
CUST-03814,Male,0,Yes,Yes,56,Yes,No,Fiber optic,No,No,No,No internet service,Yes,Yes,Month-to-month,No,Credit card (automatic),86.3,4794.66,No
CUST-03815,Female,0,Yes,No,57,Yes,No,DSL,No internet service,No internet service,No,No,Yes,No,One year,No,Bank transfer (automatic),29.81,1732.29,No
CUST-03816,Male,0,No,Yes,47,Yes,No,Fiber optic,Yes,No internet service,Yes,Yes,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),19.32,894.09,No
CUST-03817,Female,0,Yes,No,44,Yes,Yes,Fiber optic,No internet service,No,No internet service,No,No,No,Month-to-month,Yes,Bank transfer (automatic),101.21,4492.74,Yes
CUST-03818,Male,0,No,No,46,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Mailed check,41.63,1941.45,No
CUST-03819,Male,0,No,No,62,No,No phone service,Fiber optic,No internet service,No,Yes,No,No internet service,Yes,Month-to-month,Yes,Mailed check,33.81,2056.46,Yes
CUST-03820,Male,0,Yes,Yes,27,Yes,Yes,DSL,No,No,No,Yes,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),101.28,2737.05,No
CUST-03821,Male,0,Yes,No,14,Yes,No,No,No,No,No internet service,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),42.96,582.05,No
CUST-03822,Female,0,Yes,No,34,No,No,Fiber optic,No,Yes,Yes,Yes,No internet service,No,One year,Yes,Credit card (automatic),24.72,884.2,No
CUST-03823,Male,1,Yes,No,4,Yes,Yes,Fiber optic,No,No internet service,No,No,Yes,No,One year,Yes,Mailed check,36.01,135.25,Yes
CUST-03824,Male,0,Yes,Yes,4,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,No,Mailed check,96.91,417.36,No
CUST-03825,Male,0,Yes,No,7,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,72.49,497.43,Yes
CUST-03826,Female,0,Yes,No,11,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Two year,Yes,Credit card (automatic),63.21,708.17,No
CUST-03827,Female,0,No,No,11,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),118.08,1343.03,Yes
CUST-03828,Female,1,Yes,Yes,41,Yes,No,DSL,Yes,Yes,No internet service,No,No internet service,No,One year,No,Electronic check,86.99,3596.9,Yes
CUST-03829,Male,1,No,Yes,54,Yes,Yes,No,No internet service,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,72.76,3974.89,Yes
CUST-03830,Female,1,Yes,Yes,47,Yes,No,Fiber optic,Yes,No,No,No internet service,Yes,Yes,One year,Yes,Mailed check,97.99,4625.87,Yes
CUST-03831,Female,0,No,No,59,No,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,79.13,4690.38,No
CUST-03832,Female,1,Yes,No,8,Yes,Yes,Fiber optic,Yes,Yes,No internet service,No internet service,Yes,No,Month-to-month,Yes,Bank transfer (automatic),73.28,588.66,Yes
CUST-03833,Male,0,No,No,59,Yes,No,No,No internet service,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,110.87,6575.66,No
CUST-03834,Female,0,Yes,No,35,Yes,Yes,No,No,Yes,No,No internet service,No,Yes,Month-to-month,Yes,Mailed check,104.59,3612.3,Yes
CUST-03835,Female,0,Yes,Yes,19,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),104.59,2017.39,Yes
CUST-03836,Male,0,Yes,No,26,Yes,Yes,DSL,No,No,No,No,No,No,Two year,No,Credit card (automatic),106.47,2732.05,No
CUST-03837,Female,0,Yes,No,41,Yes,Yes,DSL,No internet service,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),55.17,2241.12,No
CUST-03838,Female,0,No,No,29,Yes,No,DSL,No internet service,No internet service,No,No,No,No internet service,One year,Yes,Credit card (automatic),48.32,1430.57,No
CUST-03839,Male,1,No,No,41,Yes,Yes,Fiber optic,No,Yes,No,No internet service,Yes,Yes,Two year,No,Credit card (automatic),86.22,3497.12,No
CUST-03840,Male,0,No,No,46,Yes,No,Fiber optic,No,No internet service,No,No,No,No,Two year,No,Mailed check,21.23,977.46,No
CUST-03841,Male,0,Yes,No,22,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,25.51,584.83,No
CUST-03842,Male,0,No,Yes,42,Yes,Yes,Fiber optic,No,Yes,No,No internet service,No internet service,Yes,Month-to-month,No,Credit card (automatic),25.22,1103.93,Yes
CUST-03843,Male,0,Yes,No,18,Yes,No phone service,No,No internet service,Yes,Yes,No,No,No internet service,Month-to-month,No,Credit card (automatic),33.52,566.58,Yes
CUST-03844,Female,0,No,Yes,20,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No internet service,Two year,Yes,Bank transfer (automatic),40.85,781.73,No
CUST-03845,Female,0,Yes,Yes,60,Yes,No,No,No,No,Yes,No internet service,No,No internet service,One year,Yes,Mailed check,92.77,5602.82,No
CUST-03846,Male,0,Yes,No,67,Yes,Yes,DSL,No,Yes,No internet service,Yes,No,No,One year,Yes,Electronic check,105.73,7052.21,No
CUST-03847,Male,0,Yes,No,9,Yes,Yes,DSL,No,Yes,No internet service,Yes,No,Yes,One year,No,Bank transfer (automatic),40.71,395.73,No
CUST-03848,Female,0,Yes,No,48,Yes,Yes,No,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),41.01,1983.55,No
CUST-03849,Female,0,Yes,Yes,4,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Mailed check,60.75,227.48,Yes
CUST-03850,Female,0,No,No,17,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,113.67,1923.18,No
CUST-03851,Male,0,Yes,No,49,Yes,No,Fiber optic,No,No internet service,No,No,Yes,Yes,Two year,Yes,Electronic check,36.44,1820.34,Yes
CUST-03852,Female,1,No,No,32,Yes,Yes,DSL,No,No internet service,Yes,No,No,Yes,One year,Yes,Electronic check,113.85,3658.49,No
CUST-03853,Male,0,No,No,46,Yes,No phone service,DSL,Yes,No,No internet service,Yes,No,No,Month-to-month,No,Credit card (automatic),72.89,3318.02,No
